DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,SEATS,PASSENGERS,DISTANCE,UNIQUE_CARRIER_NAME,ORIGIN,DEST,AIRCRAFT_TYPE,ORIGIN_STATE_ABR,DEST_STATE_ABR,MONTH
2,2,152,82,362,Endeavor Air Inc.,CMH,RDU,638,OH,NC,3
5,5,380,228,466,PSA Airlines Inc.,TOL,CLT,638,OH,NC,10
12,12,911,777,394,PSA Airlines Inc.,CAK,CLT,638,OH,NC,2
12,12,912,719,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,2
15,15,1140,893,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,1
22,13,988,500,416,GoJet Airlines LLC d/b/a United Express,CLE,RDU,638,OH,NC,9
23,21,1596,769,362,Endeavor Air Inc.,CMH,RDU,638,OH,NC,2
24,23,1748,620,362,Endeavor Air Inc.,CMH,RDU,638,OH,NC,1
26,26,1976,1457,394,PSA Airlines Inc.,CAK,CLT,638,OH,NC,9
27,27,2052,1695,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,3
27,25,1900,1497,394,PSA Airlines Inc.,CAK,CLT,638,OH,NC,6
29,29,2204,1887,394,PSA Airlines Inc.,CAK,CLT,638,OH,NC,3
29,28,2128,1630,394,PSA Airlines Inc.,CAK,CLT,638,OH,NC,7
32,31,2356,1702,394,PSA Airlines Inc.,CAK,CLT,638,OH,NC,4
34,34,2584,1596,362,Endeavor Air Inc.,CMH,RDU,638,OH,NC,6
34,33,2508,1902,394,PSA Airlines Inc.,CAK,CLT,638,OH,NC,8
34,34,2584,2185,394,PSA Airlines Inc.,CAK,CLT,638,OH,NC,5
34,34,2584,2124,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,5
37,36,2736,1978,394,PSA Airlines Inc.,CAK,CLT,638,OH,NC,10
60,60,4560,4218,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,3
61,60,4560,3582,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,5
61,61,4636,3480,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,10
67,66,5016,3954,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,4
78,76,5775,4311,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,2
79,75,5700,4881,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,2
81,80,6080,4741,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,4
81,78,5928,3844,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,9
82,79,6004,3550,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,9
84,75,5700,4096,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,6
86,86,6536,4398,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,7
87,86,6536,4801,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,3
87,87,6612,4208,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,8
89,89,6764,5117,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,5
89,87,6612,4370,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,10
89,83,6308,4284,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,1
105,90,6840,5769,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,6
108,107,8132,5873,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,8
113,111,8436,5567,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,4
115,111,8436,6720,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,1
121,119,9043,7079,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,7
126,95,7220,6536,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,6
145,143,10868,8505,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,10
147,142,10792,7492,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,9
148,144,10944,9419,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,7
150,145,11020,9204,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,8
1,1,76,49,416,ExpressJet Airlines Inc.,CLE,RDU,638,OH,NC,12
14,14,1064,317,362,Endeavor Air Inc.,CMH,RDU,638,OH,NC,12
49,49,3724,3114,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,12
97,93,7068,5094,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,12
112,111,8436,7347,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,12
1,1,76,14,394,PSA Airlines Inc.,CAK,CLT,638,OH,NC,11
19,19,1444,722,362,Endeavor Air Inc.,CMH,RDU,638,OH,NC,11
40,40,3040,2596,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,11
103,103,7828,6782,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,11
106,106,8056,6104,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,11
22,20,1520,716,362,Endeavor Air Inc.,CMH,RDU,638,OH,NC,10
75,75,5700,5067,430,PSA Airlines Inc.,CLE,CLT,638,OH,NC,10
89,89,6764,4911,370,PSA Airlines Inc.,DAY,CLT,638,OH,NC,10
117,117,8892,7445,347,PSA Airlines Inc.,CMH,CLT,638,OH,NC,10
1,1,76,76,512,PSA Airlines Inc.,CLE,FLO,638,OH,SC,7
1,1,76,42,517,PSA Airlines Inc.,CLE,CAE,638,OH,SC,8
1,1,76,63,849,PSA Airlines Inc.,OKC,AVL,638,OK,NC,4
1,1,76,56,891,PSA Airlines Inc.,TUL,GSO,638,OK,NC,7
1,1,76,55,849,PSA Airlines Inc.,OKC,AVL,638,OK,NC,8
1,1,76,66,891,PSA Airlines Inc.,TUL,GSO,638,OK,NC,2
3,3,228,151,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,2
4,4,304,230,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,3
7,7,532,405,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,1
23,23,1748,1540,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,4
23,22,1672,1348,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,2
24,24,1824,1331,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,9
26,26,1976,1558,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,7
26,25,1900,1460,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,3
26,21,1596,1497,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,6
27,27,2052,1652,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,10
27,26,1976,1499,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,1
28,28,2128,1628,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,8
30,29,2204,1798,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,4
31,30,2280,1953,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,5
57,57,4332,3971,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,5
59,59,4484,3620,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,7
59,57,4332,3403,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,9
60,60,4560,3662,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,8
60,50,3800,3324,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,6
62,61,4636,4007,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,10
29,28,2128,1716,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,12
30,30,2280,1998,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,12
34,34,2584,2071,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,11
37,37,2812,2346,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,11
79,79,6004,5068,940,PSA Airlines Inc.,OKC,CLT,638,OK,NC,10
85,84,6384,4929,842,PSA Airlines Inc.,TUL,CLT,638,OK,NC,10
1,1,76,76,943,PSA Airlines Inc.,OKC,CAE,638,OK,SC,5
1,1,76,60,337,PSA Airlines Inc.,PHL,RDU,638,PA,NC,5
1,1,76,62,427,PSA Airlines Inc.,AVP,GSO,638,PA,NC,6
1,1,76,72,303,PSA Airlines Inc.,PIT,GSO,638,PA,NC,6
1,1,76,0,328,SkyWest Airlines Inc.,PIT,RDU,638,PA,NC,7
1,1,76,75,386,PSA Airlines Inc.,PIT,FAY,638,PA,NC,8
1,1,76,0,376,SkyWest Airlines Inc.,ABE,RDU,638,PA,NC,8
1,1,76,44,371,PSA Airlines Inc.,PIT,AVL,638,PA,NC,9
4,4,304,214,337,PSA Airlines Inc.,PHL,RDU,638,PA,NC,4
17,16,1216,1076,365,PSA Airlines Inc.,PHL,GSO,638,PA,NC,8
19,16,1216,924,365,PSA Airlines Inc.,PHL,GSO,638,PA,NC,6
26,26,1976,1513,365,PSA Airlines Inc.,PHL,GSO,638,PA,NC,7
26,24,1824,1317,413,PSA Airlines Inc.,PHL,ILM,638,PA,NC,5
29,26,1976,1727,413,PSA Airlines Inc.,PHL,ILM,638,PA,NC,7
30,23,1748,1104,413,PSA Airlines Inc.,PHL,ILM,638,PA,NC,9
30,27,2052,1651,413,PSA Airlines Inc.,PHL,ILM,638,PA,NC,6
31,30,2280,1612,413,PSA Airlines Inc.,PHL,ILM,638,PA,NC,10
31,30,2280,1866,413,PSA Airlines Inc.,PHL,ILM,638,PA,NC,8
39,37,2812,2213,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,9
45,43,3268,2844,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,4
55,55,4180,3798,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,8
56,55,4180,3749,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,2
57,56,4256,3381,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,10
58,58,4408,3872,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,10
61,59,4484,3189,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,9
62,60,4560,4094,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,1
62,59,4484,3778,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,2
62,52,3952,3406,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,3
64,51,3876,3375,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,6
65,65,4940,4246,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,7
66,66,5016,4405,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,3
70,70,5320,4690,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,5
73,71,5396,4400,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,2
75,72,5472,4774,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,1
80,73,5548,5057,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,2
80,77,5852,4889,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,9
80,80,6080,4742,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,5
81,68,5168,4203,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,6
81,75,5700,4154,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,1
82,78,5928,5505,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,1
83,82,6232,5378,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,10
84,81,6156,4748,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,9
84,84,6384,5006,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,4
85,83,6308,4759,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,4
85,72,5472,4697,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,6
85,84,6384,5666,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,7
87,83,6308,4903,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,7
88,85,6460,6053,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,8
88,87,6612,5774,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,10
88,73,5548,4390,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,3
88,87,6612,5457,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,5
89,86,6523,5893,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,7
89,87,6612,5969,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,8
89,84,6384,5255,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,8
91,80,6080,5134,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,6
94,86,6536,5773,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,3
111,109,8284,6767,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,4
118,117,8892,7735,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,5
2,2,152,56,337,Endeavor Air Inc.,PHL,RDU,638,PA,NC,12
12,12,912,671,413,PSA Airlines Inc.,PHL,ILM,638,PA,NC,12
61,59,4484,3817,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,12
78,77,5852,3906,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,12
79,79,6004,5174,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,12
87,86,6536,5735,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,12
22,22,1672,1474,413,PSA Airlines Inc.,PHL,ILM,638,PA,NC,11
61,61,4636,4058,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,11
78,78,5928,5193,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,11
81,80,6080,5513,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,11
84,84,6384,4950,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,11
27,27,2052,1730,413,PSA Airlines Inc.,PHL,ILM,638,PA,NC,10
81,81,6156,5392,366,PSA Airlines Inc.,PIT,CLT,638,PA,NC,10
86,86,6536,5883,481,PSA Airlines Inc.,ABE,CLT,638,PA,NC,10
86,85,6460,6023,509,PSA Airlines Inc.,AVP,CLT,638,PA,NC,10
112,112,8512,7455,413,PSA Airlines Inc.,MDT,CLT,638,PA,NC,10
1,1,76,70,590,PSA Airlines Inc.,AVP,CAE,638,PA,SC,4
1,1,76,57,523,PSA Airlines Inc.,PHL,CAE,638,PA,SC,6
1,1,76,60,515,PSA Airlines Inc.,PHL,GSP,638,PA,SC,7
1,1,76,25,515,PSA Airlines Inc.,PHL,GSP,638,PA,SC,9
2,2,152,100,515,PSA Airlines Inc.,PHL,GSP,638,PA,SC,6
6,6,456,400,473,PSA Airlines Inc.,PHL,MYR,638,PA,SC,6
11,11,836,628,473,PSA Airlines Inc.,PHL,MYR,638,PA,SC,8
20,19,1444,1212,550,PSA Airlines Inc.,PHL,CHS,638,PA,SC,8
22,18,1368,1087,550,PSA Airlines Inc.,PHL,CHS,638,PA,SC,6
24,24,1824,1493,550,PSA Airlines Inc.,PHL,CHS,638,PA,SC,7
28,28,2128,1723,473,PSA Airlines Inc.,PHL,MYR,638,PA,SC,5
30,26,1976,1266,473,PSA Airlines Inc.,PHL,MYR,638,PA,SC,9
31,30,2280,1807,473,PSA Airlines Inc.,PHL,MYR,638,PA,SC,10
1,1,76,72,600,PSA Airlines Inc.,PVD,GSO,638,RI,NC,8
4,4,304,203,683,PSA Airlines Inc.,PVD,CLT,638,RI,NC,1
4,4,304,263,683,PSA Airlines Inc.,PVD,CLT,638,RI,NC,2
5,5,380,344,683,PSA Airlines Inc.,PVD,CLT,638,RI,NC,3
28,24,1824,1666,683,PSA Airlines Inc.,PVD,CLT,638,RI,NC,6
34,34,2584,2447,683,PSA Airlines Inc.,PVD,CLT,638,RI,NC,7
34,33,2508,2189,683,PSA Airlines Inc.,PVD,CLT,638,RI,NC,10
43,42,3192,2993,683,PSA Airlines Inc.,PVD,CLT,638,RI,NC,8
54,52,3952,3233,683,PSA Airlines Inc.,PVD,CLT,638,RI,NC,9
5,5,380,349,683,PSA Airlines Inc.,PVD,CLT,638,RI,NC,12
3,3,228,214,683,PSA Airlines Inc.,PVD,CLT,638,RI,NC,11
3,3,228,200,683,PSA Airlines Inc.,PVD,CLT,638,RI,NC,10
1,1,76,74,192,Endeavor Air Inc.,CAE,ATL,638,SC,GA,5
1,1,76,74,153,Endeavor Air Inc.,GSP,ATL,638,SC,GA,5
1,1,76,64,86,PSA Airlines Inc.,CHS,SAV,638,SC,GA,6
1,1,76,74,153,Endeavor Air Inc.,GSP,ATL,638,SC,GA,1
2,2,152,151,153,ExpressJet Airlines Inc.,GSP,ATL,638,SC,GA,1
2,2,152,134,153,Endeavor Air Inc.,GSP,ATL,638,SC,GA,2
3,3,228,219,317,ExpressJet Airlines Inc.,MYR,ATL,638,SC,GA,1
3,3,228,212,259,Endeavor Air Inc.,CHS,ATL,638,SC,GA,1
5,5,380,360,192,ExpressJet Airlines Inc.,CAE,ATL,638,SC,GA,4
6,6,455,357,192,Endeavor Air Inc.,CAE,ATL,638,SC,GA,1
6,6,456,407,153,Endeavor Air Inc.,GSP,ATL,638,SC,GA,4
8,8,608,570,153,ExpressJet Airlines Inc.,GSP,ATL,638,SC,GA,3
10,10,759,707,153,Endeavor Air Inc.,GSP,ATL,638,SC,GA,3
11,11,836,795,153,Endeavor Air Inc.,GSP,ATL,638,SC,GA,8
16,16,1216,1141,153,Endeavor Air Inc.,GSP,ATL,638,SC,GA,6
18,18,1368,1280,153,Endeavor Air Inc.,GSP,ATL,638,SC,GA,7
18,18,1368,1122,192,Endeavor Air Inc.,CAE,ATL,638,SC,GA,2
19,19,1444,1232,192,Endeavor Air Inc.,CAE,ATL,638,SC,GA,8
22,24,1824,1655,192,Endeavor Air Inc.,CAE,ATL,638,SC,GA,7
25,25,1900,1835,192,ExpressJet Airlines Inc.,CAE,ATL,638,SC,GA,3
29,27,2051,1762,192,Endeavor Air Inc.,CAE,ATL,638,SC,GA,6
37,37,2812,2488,192,ExpressJet Airlines Inc.,CAE,ATL,638,SC,GA,2
56,56,4255,3670,192,Endeavor Air Inc.,CAE,ATL,638,SC,GA,3
68,66,5016,4020,192,Endeavor Air Inc.,CAE,ATL,638,SC,GA,4
83,83,6308,5546,192,ExpressJet Airlines Inc.,CAE,ATL,638,SC,GA,1
1,1,76,73,818,Endeavor Air Inc.,CHS,BOS,638,SC,MA,6
1,1,76,14,818,SkyWest Airlines Inc.,CHS,BOS,638,SC,MA,9
4,4,304,243,818,Endeavor Air Inc.,CHS,BOS,638,SC,MA,4
4,4,304,255,818,SkyWest Airlines Inc.,CHS,BOS,638,SC,MA,8
4,4,304,259,818,Endeavor Air Inc.,CHS,BOS,638,SC,MA,5
14,14,1064,852,818,Endeavor Air Inc.,CHS,BOS,638,SC,MA,10
1,1,76,57,636,ExpressJet Airlines Inc.,MYR,DTW,638,SC,MI,4
1,1,76,45,508,SkyWest Airlines Inc.,GSP,DTW,638,SC,MI,5
1,1,76,67,636,SkyWest Airlines Inc.,MYR,DTW,638,SC,MI,10
1,1,76,60,508,SkyWest Airlines Inc.,GSP,DTW,638,SC,MI,7
1,1,76,70,667,Endeavor Air Inc.,CHS,DTW,638,SC,MI,1
3,3,228,141,508,Endeavor Air Inc.,GSP,DTW,638,SC,MI,2
3,4,304,266,636,GoJet Airlines LLC d/b/a United Express,MYR,DTW,638,SC,MI,8
3,3,228,182,636,SkyWest Airlines Inc.,MYR,DTW,638,SC,MI,9
4,5,380,342,636,GoJet Airlines LLC d/b/a United Express,MYR,DTW,638,SC,MI,6
4,4,304,290,636,GoJet Airlines LLC d/b/a United Express,MYR,DTW,638,SC,MI,7
4,4,304,242,508,Endeavor Air Inc.,GSP,DTW,638,SC,MI,3
5,5,380,314,508,Endeavor Air Inc.,GSP,DTW,638,SC,MI,5
7,7,532,478,636,Endeavor Air Inc.,MYR,DTW,638,SC,MI,6
7,7,532,474,508,Endeavor Air Inc.,GSP,DTW,638,SC,MI,7
8,8,608,389,508,Endeavor Air Inc.,GSP,DTW,638,SC,MI,1
9,10,760,600,667,GoJet Airlines LLC d/b/a United Express,CHS,DTW,638,SC,MI,4
12,9,684,504,508,GoJet Airlines LLC d/b/a United Express,GSP,DTW,638,SC,MI,2
13,13,988,543,508,ExpressJet Airlines Inc.,GSP,DTW,638,SC,MI,2
14,16,1216,952,508,Endeavor Air Inc.,GSP,DTW,638,SC,MI,9
18,18,1368,676,508,ExpressJet Airlines Inc.,GSP,DTW,638,SC,MI,1
20,20,1520,1392,508,Endeavor Air Inc.,GSP,DTW,638,SC,MI,4
23,22,1672,1482,667,GoJet Airlines LLC d/b/a United Express,CHS,DTW,638,SC,MI,6
24,24,1824,1710,508,Endeavor Air Inc.,GSP,DTW,638,SC,MI,6
25,21,1596,1188,508,GoJet Airlines LLC d/b/a United Express,GSP,DTW,638,SC,MI,1
27,22,1672,1439,508,GoJet Airlines LLC d/b/a United Express,GSP,DTW,638,SC,MI,10
28,28,2127,1882,636,Endeavor Air Inc.,MYR,DTW,638,SC,MI,4
28,23,1748,1340,667,GoJet Airlines LLC d/b/a United Express,CHS,DTW,638,SC,MI,9
31,31,2356,2067,636,Endeavor Air Inc.,MYR,DTW,638,SC,MI,5
53,48,3648,2889,667,GoJet Airlines LLC d/b/a United Express,CHS,DTW,638,SC,MI,3
53,51,3876,3152,667,GoJet Airlines LLC d/b/a United Express,CHS,DTW,638,SC,MI,7
55,50,3800,2929,667,GoJet Airlines LLC d/b/a United Express,CHS,DTW,638,SC,MI,10
61,48,3648,2873,667,GoJet Airlines LLC d/b/a United Express,CHS,DTW,638,SC,MI,8
1,1,76,74,239,PSA Airlines Inc.,MYR,AVL,638,SC,NC,5
1,1,76,74,221,PSA Airlines Inc.,CHS,GSO,638,SC,NC,6
1,1,76,58,90,PSA Airlines Inc.,MYR,FAY,638,SC,NC,7
1,1,76,12,99,PSA Airlines Inc.,FLO,CLT,638,SC,NC,8
1,1,76,39,152,PSA Airlines Inc.,MYR,RDU,638,SC,NC,8
1,1,76,0,205,SkyWest Airlines Inc.,GSP,RDU,638,SC,NC,9
1,1,76,64,99,PSA Airlines Inc.,FLO,CLT,638,SC,NC,9
2,2,152,138,99,PSA Airlines Inc.,FLO,CLT,638,SC,NC,7
2,2,152,146,177,PSA Airlines Inc.,MYR,GSO,638,SC,NC,7
3,3,228,210,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,3
7,7,532,458,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,2
29,23,1748,1436,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,6
33,32,2432,1838,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,7
34,33,2508,1654,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,10
37,37,2812,2467,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,5
38,35,2660,1765,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,9
45,45,3420,2273,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,8
63,63,4788,3886,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,4
92,92,6992,5811,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,7
100,88,6688,5679,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,6
106,104,7904,6399,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,2
111,110,8360,7098,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,3
117,117,8892,7161,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,8
118,113,8588,6726,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,1
123,121,9196,7583,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,4
131,131,9956,8050,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,5
131,130,9880,7667,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,10
153,152,11552,9513,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,5
159,155,11780,9975,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,8
164,138,10488,8285,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,6
165,140,10640,8321,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,9
171,167,12692,9320,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,9
178,175,13300,11031,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,4
179,178,13528,11594,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,4
180,174,13224,11523,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,10
182,179,13604,10995,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,5
184,183,13908,11570,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,7
186,179,13604,9672,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,10
188,183,13908,12186,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,2
189,186,14136,11919,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,2
206,168,12768,10716,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,1
208,190,14440,12683,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,1
208,177,13452,9136,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,9
215,215,16340,14067,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,3
218,216,16416,14184,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,3
226,191,14516,11741,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,6
232,229,17404,12955,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,8
242,239,18164,14100,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,7
1,1,76,76,99,PSA Airlines Inc.,FLO,CLT,638,SC,NC,12
85,84,6384,4991,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,12
171,169,12844,10716,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,12
215,213,16188,13717,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,12
88,87,6612,5457,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,11
144,143,10868,9575,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,11
203,203,15428,13123,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,11
5,5,380,305,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,10
139,138,10488,8924,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,10
167,166,12616,11509,168,PSA Airlines Inc.,CHS,CLT,638,SC,NC,10
228,227,17252,14980,157,PSA Airlines Inc.,MYR,CLT,638,SC,NC,10
1,1,76,74,239,PSA Airlines Inc.,MYR,AVL,638,SC,NC,5
1,1,76,74,221,PSA Airlines Inc.,CHS,GSO,638,SC,NC,6
1,1,76,58,90,PSA Airlines Inc.,MYR,FAY,638,SC,NC,7
1,1,76,12,99,PSA Airlines Inc.,FLO,CLT,638,SC,NC,8
1,1,76,39,152,PSA Airlines Inc.,MYR,RDU,638,SC,NC,8
1,1,76,0,205,SkyWest Airlines Inc.,GSP,RDU,638,SC,NC,9
1,1,76,64,99,PSA Airlines Inc.,FLO,CLT,638,SC,NC,9
2,2,152,138,99,PSA Airlines Inc.,FLO,CLT,638,SC,NC,7
2,2,152,146,177,PSA Airlines Inc.,MYR,GSO,638,SC,NC,7
3,3,228,210,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,3
7,7,532,458,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,2
29,23,1748,1436,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,6
33,32,2432,1838,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,7
34,33,2508,1654,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,10
37,37,2812,2467,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,5
38,35,2660,1765,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,9
45,45,3420,2273,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,8
63,63,4788,3886,88,PSA Airlines Inc.,CAE,CLT,638,SC,NC,4
92,92,6992,5811,75,PSA Airlines Inc.,GSP,CLT,638,SC,NC,7
